5
#n Uwall Uroof Thermalwall thermalmassroof masslaw
0.791363264	0.530051876	96494.99113	273722.4962	197.075
0.460388272	0.465760879	127034.9813	274199.3712	154.875
0.487285282	0.424315905	79526.86612	281168.9937	171.475
0.496373334	2.901190868	125574.9844	278621.2437	154.65
0.48630539	0.480829724	105441.8661	325255.3	210.25
0.562786557	2.086737618	123640.4911	370554.0962	226.48
0.641683786	2.218778863	169115.2582	267347.4962	248.565
0.454931963	0.3536045	233764.3306	281752.9937	665.75
0.791826827	2.327809681	93652.49113	357817.8469	199.475
1.225107294	2.378421583	113112.4875	342229.2462	136.725
0.299016444	0.376299495	172003.1	331843.9937	206.6
0.298953556	0.404817389	186783.1	282473.1187	218.5
0.888688815	2.044235205	161798.5082	364044.0962	240.735
0.675919859	0.530051876	124663.425	273722.4962	147.375
1.027806282	2.274201728	123667.4844	356502.8462	153.65
1.027806282	2.178732052	123667.4844	370776.4462	153.65
0.400148299	2.274201728	176126.225	356502.8462	208.25
0.496373334	0.616823487	125574.9844	276500.6212	154.65
1.027806282	2.039366749	123667.4844	272262.4256	153.65
0.334389075	0.408218022	154033.1063	274713.1212	179.15
0.543697615	0.4022409	176403.0082	332809.1187	261.105
0.460388272	0.455271772	127034.9813	281740.6212	154.875
0.538235814	1.004290621	115019.9875	279813.4312	137.725
0.891514548	0.465760879	146192.4813	274199.3712	189.175
0.328890818	0.404817389	189772.975	282473.1187	221.23
0.534733527	2.327809681	125378.7375	357817.8469	147.75
1.226218626	2.378421583	110269.9875	342229.2462	139.125
0.48630539	0.480829724	105441.8661	325255.3	210.25
1.027806282	0.530051876	123667.4844	273722.4962	153.65
0.330094422	0.404817389	145208.1063	282473.1187	177.55
0.538235814	0.530051876	115019.9875	273722.4962	137.725
0.562786557	2.057852218	123640.4911	408862.9	226.48
0.571408691	0.530051876	99183.10938	273722.4962	115.625
1.207111818	2.039366749	123471.2375	272262.4256	146.75
0.375795776	0.721317161	141814.2313	280528.7437	168.38
0.571836956	2.178732052	173778.725	370776.4462	204.85
0.562786557	1.284088257	123640.4911	415112.5937	226.48
0.538235814	2.901190868	115019.9875	278621.2437	137.725
0.631540384	1.966768214	184324.0082	378317.6962	262.065
0.891514548	0.531455238	146192.4813	276977.4962	189.175
0.496373334	2.227884975	125574.9844	372091.4469	154.65
0.392417336	0.404817389	131378.7344	282473.1187	158.625
0.487197469	0.530051876	80948.11612	273722.4962	170.275
1.207111818	2.039366749	123471.2375	272262.4256	146.75
0.338600873	2.327809681	128465.6063	357817.8469	155.625
0.496373334	0.3536045	125574.9844	281752.9937	154.65
0.418248401	0.956760657	126332.4875	287354.6812	148.25
0.791826827	0.511077134	93652.49113	289023.7437	199.475
1.225107294	0.531455238	113112.4875	276977.4962	136.725
0.898963779	0.496722041	156948.5082	270208.7462	237.26
0.566040394	0.454877781	186248.0082	347186.6187	297.03
1.238346027	0.531455238	134177.4875	276977.4962	172.025
0.338600873	2.109382581	128465.6063	368614.0969	155.625
0.675919859	1.030749657	124663.425	275308.4337	147.375
1.027806282	2.109382581	123667.4844	368614.0969	153.65
0.571408691	0.530051876	99183.10938	273722.4962	115.625
0.557530673	0.431330132	136678.4188	273234.2462	164.525
0.556822523	1.030749657	104964.9911	275308.4337	210
1.027806282	2.039366749	123667.4844	272262.4256	153.65
0.536111079	0.376299495	194408.0082	331843.9937	264.33
0.571408691	0.530051876	99183.10938	273722.4962	115.625
1.208190727	0.531455238	120628.7375	276977.4962	149.15
0.563059102	0.376299495	164510.5082	331843.9937	242.655
0.651498563	2.218778863	107527.7411	267347.4962	212.34
1.226218626	2.274201728	110269.9875	356502.8462	139.125
1.225107294	0.531455238	113112.4875	276977.4962	136.725
1.027806282	2.178732052	123667.4844	370776.4462	153.65
0.299016444	0.376299495	172003.1	331843.9937	206.6
0.418248401	0.956760657	126332.4875	287354.6812	148.25
0.330094422	0.404817389	145208.1063	282473.1187	177.55
1.226218626	2.378421583	110269.9875	342229.2462	139.125
0.36478967	0.376299495	151198.1125	331843.9937	163.625
0.496191129	0.616885425	128417.4844	271305.6219	152.25
0.356033551	0.454877781	131855.6094	347186.6187	158.875
0.369674612	0.531455238	138347.4813	276977.4962	165.4
1.226218626	2.378421583	110269.9875	342229.2462	139.125
0.675919859	0.530051876	124663.425	273722.4962	147.375
0.641683786	2.218778863	169115.2582	267347.4962	248.565
